_id,lang,tln,cc,loc,p,tlt,plt,t,cr/$date,acr/$date,pln,flrs,f,uid
909011510235561986,en,78.49966,IN,hyderabad,1wwwewewert,17.3894,17.3894,"RT @KiranKS: Why should Mumbai have all the fun with floods, says Hyderabad.
Just a few hours of rain and parts of Hyderabad flo… ",2017-09-16T05:40:07.000Z,2009-12-08T02:24:13.000Z,78.49966,386,1e222211,95376607
909011670386839552,en,76.97021,IN,india,1wwwewewert,22.20775,22.20775,RT @firstpost: #Watch: India had its worst floods in 10 years and yet it is staring at a possible drought. https://t.co/kaEmjAdU7s https://…,2017-09-16T05:40:45.000Z,2009-10-06T07:06:04.000Z,76.97021,943,1e222211,80290590
909012221820207106,en,78.49966,IN,hyderabad,1wwwewewert,17.3894,17.3894,Many parts of Hyderabad is still inundated; Dengue bites the city!,2017-09-16T05:42:56.000Z,2008-12-10T22:11:06.000Z,78.49966,38,1e222211,18039786
909012503748739072,en,93,IN,assam,1wwwewewert,26,26,"@narendramodi Sir, people in Bihar, Assam are now suffering form infection and virals due to floods, plz instruct N… https://t.co/bsoL6ggdDC",2017-09-16T05:44:04.000Z,2010-02-22T06:32:53.000Z,93,2183,1e222211,116427065
909014209307877376,en,76.97021,IN,india,1wwwewewert,22.20775,22.20775,RT @MoHFW_INDIA: #IndiaFightsDengue mobile app has been instrumental in creating awareness &amp; empowering the community to combat… ,2017-09-16T05:50:50.000Z,2017-06-22T19:53:52.000Z,76.97021,60,1e222211,878061005196017665
909016029296173057,bn,76.61594,IN,"चेनगन्नुर, भारत",68f7a5c101ac7f83,9.318415,9.318415,"আর জি কর হাসপাতালে ডেঙ্গির প্রকোপ, পড়ুয়া, নার্স মিলিয়ে তিন মাসে আক্রান্ত ৬০

https://t.co/pfOJ4vqB2j

-Shared via ABP Live App",2017-09-16T05:58:04.000Z,2017-07-03T10:44:37.000Z,76.61594,17,68f7a5c101ac7f83,881909052439093249
909016206526394369,en,75.02296,IN,kabale,1wwwewewert,13.77215,13.77215,RT @UNRA_UG: Weve dispatched off equipment to #Kabale &amp; #Kisiizi [hospital] as an emergency intervention following recent devas… ,2017-09-16T05:58:46.000Z,2011-04-20T03:48:31.000Z,75.02296,838,1e222211,284974032
909016214067863552,en,81.57507,IN,delhi,1wwwewewert,24.6444,24.6444,RT @AAPInNews: Delhi govt asks legislators to spread awareness on dengue - Millennium Post - https://t.co/bOAaVhv3Wu,2017-09-16T05:58:48.000Z,2012-05-29T04:54:51.000Z,81.57507,404,1e222211,593582197
909016536593055745,en,85.66474,IN,karimnagar,1wwwewewert,25.56984,25.56984,"RT @PhanindraOnline: Urgently required O- blood for girl suffering with Dengue
Name:manaswi , Karimnagar govt. hospital. Contact: 998972472…",2017-09-16T06:00:05.000Z,2010-05-29T08:23:54.000Z,85.66474,89,1e222211,149515707
909016700749742080,en,81.57507,IN,delhi,1wwwewewert,24.6444,24.6444,RT @MitKat_Advisory: #MitKatAlert #Delhi: Delhi govt issues #advisory to schools on #swineflu; #Swineflu &amp; #dengue cases continue to prevai…,2017-09-16T06:00:44.000Z,2011-08-11T08:27:15.000Z,81.57507,60,1e222211,353059521
909018940784877569,en,85.66474,IN,karimnagar,1wwwewewert,25.56984,25.56984,"RT @PhanindraOnline: Urgently required O- blood for girl suffering with Dengue
Name:manaswi , Karimnagar govt. hospital. Contact: 998972472…",2017-09-16T06:09:38.000Z,2010-09-26T23:23:02.000Z,85.66474,313,1e222211,195623585
909019754614190080,en,82.22467,IN,sri,1wwwewewert,26.22267,26.22267,RT @RonanKelly13: Sri Lanka new #Dengue cases dropping to c. 300 per day this past week (151k YTD) details: https://t.co/i4EUioO91n,2017-09-16T06:12:52.000Z,2009-01-16T16:18:44.000Z,82.22467,6193,1e222211,19087092
909020139525419008,en,75.02296,IN,kabale,1wwwewewert,13.77215,13.77215,RT @UNRA_UG: Weve dispatched off equipment to #Kabale &amp; #Kisiizi [hospital] as an emergency intervention following recent devas… ,2017-09-16T06:14:24.000Z,2015-10-13T09:18:47.000Z,75.02296,65,1e222211,3947382136
909020637640962048,en,88.37368,IN,kolkata,1wwwewewert,22.54733,22.54733,Platelet crisis hits Kolkata in peak dengue season - Times of India https://t.co/t8gZe9qt1G #Kolkata,2017-09-16T06:16:23.000Z,2014-08-25T11:33:53.000Z,88.37368,8823,1e222211,2767073305
909020700131958785,pt,81.57507,IN,delhi,1wwwewewert,24.6444,24.6444,@AamAadmiParty Dengue free Delhi,2017-09-16T06:16:38.000Z,2013-03-20T10:08:38.000Z,81.57507,655,1e222211,1283587717
909020898371420160,en,85.66474,IN,karimnagar,1wwwewewert,25.56984,25.56984,"RT @PhanindraOnline: Urgently required O- blood for girl suffering with Dengue
Name:manaswi , Karimnagar govt. hospital. Contact: 998972472…",2017-09-16T06:17:25.000Z,2010-06-06T08:16:22.000Z,85.66474,4178,1e222211,152636694
909021141842280448,en,85.66474,IN,karimnagar,1wwwewewert,25.56984,25.56984,"RT @PhanindraOnline: Urgently required O- blood for girl suffering with Dengue
Name:manaswi , Karimnagar govt. hospital. Contact: 998972472…",2017-09-16T06:18:23.000Z,2010-04-21T10:58:55.000Z,85.66474,370,1e222211,135551304
909021918233268225,en,76.97021,IN,india,1wwwewewert,22.20775,22.20775,"RT @ACTAlliance: More than 1,000 people have died across India, Bangladesh &amp; Nepal following the worst monsoon floods in a decade.… ",2017-09-16T06:21:28.000Z,2011-06-21T12:33:31.000Z,76.97021,37,1e222211,321515354
909023643002433536,en,76.1868,IN,prai,1wwwewewert,32.18609,32.18609,PBAPP: Overnight pipe works in Seberang Prai tomorrow postponed a week due to floods https://t.co/spubOrS7Tf https://t.co/DlD3moA9Bf,2017-09-16T06:28:19.000Z,2009-07-28T20:28:44.000Z,76.1868,92652,1e222211,61083422
909023974960648192,en,72.09875,PK,"North-west Frontier, Pakistan",01ded2e53f4eedb1,34.062817,34.062817,DENGUE IN HAYTABD MALGRY DRS CENTRAL CABINET SHOW DEEP CONCERN DEMAND FROM GOVT TO TAKE EFECTIVE MEASURE,2017-09-16T06:29:39.000Z,2011-11-13T01:11:45.000Z,72.09875,240,01ded2e53f4eedb1,411282055
909025471790305281,en,75.02296,IN,kabale,1wwwewewert,13.77215,13.77215,RT @UNRA_UG: Weve dispatched off equipment to #Kabale &amp; #Kisiizi [hospital] as an emergency intervention following recent devas… ,2017-09-16T06:35:36.000Z,2015-10-02T01:21:54.000Z,75.02296,1606,1e222211,3840638235
909025794185482240,en,80.75,IN,up,1wwwewewert,27.25,27.25,"@meerasanyal If V all believe in 1 India linking of rivers is a must.Recent floods in Bihar, UP &amp; drought in TN wil… https://t.co/P0D3dClIqN",2017-09-16T06:36:52.000Z,2010-05-04T12:01:29.000Z,80.75,62,1e222211,140129811
909025991971897344,en,72.84962,IN,mumbai,1wwwewewert,18.95963,18.95963,RT @IndianExpress: Sharp increase in dengue cases in Mumbai after August deluge https://t.co/sFnaEoa0uN,2017-09-16T06:37:40.000Z,2010-03-21T15:18:03.000Z,72.84962,285,1e222211,125139363
909026073047793664,en,85.66474,IN,karimnagar,1wwwewewert,25.56984,25.56984,"RT @PhanindraOnline: Urgently required O- blood for girl suffering with Dengue
Name:manaswi , Karimnagar govt. hospital. Contact: 998972472…",2017-09-16T06:37:59.000Z,2017-07-10T23:57:39.000Z,85.66474,47,1e222211,884645338753007616
909026275418791936,en,85.66474,IN,karimnagar,1wwwewewert,25.56984,25.56984,"RT @PhanindraOnline: Urgently required O- blood for girl suffering with Dengue
Name:manaswi , Karimnagar govt. hospital. Contact: 998972472…",2017-09-16T06:38:47.000Z,2012-12-04T00:54:44.000Z,85.66474,1189,1e222211,988150518
909028902340771840,en,85.66474,IN,karimnagar,1wwwewewert,25.56984,25.56984,"RT @PhanindraOnline: Urgently required O- blood for girl suffering with Dengue
Name:manaswi , Karimnagar govt. hospital. Contact: 998972472…",2017-09-16T06:49:13.000Z,2016-12-03T00:17:54.000Z,85.66474,43,1e222211,804925105679859712
909029271292825600,en,76.97021,IN,india,1wwwewewert,22.20775,22.20775,RT @HuffPostIndia: If only India responded to floods in rural areas the way it does to big city disasters https://t.co/JS02wYGa0j https://t…,2017-09-16T06:50:41.000Z,2010-03-16T04:35:15.000Z,76.97021,2048,1e222211,123517424
909029710427938816,en,81.57507,IN,delhi,1wwwewewert,24.6444,24.6444,RT @AamAadmiParty: Deputy CM @msisodia has directed all ministers and MLAs of Delhi to go their respective assembly and spread awarene… ,2017-09-16T06:52:26.000Z,2015-05-07T06:49:22.000Z,81.57507,8,1e222211,3187687687
909030138079096833,en,81.57507,IN,delhi,1wwwewewert,24.6444,24.6444,RT @AAPInNews: Delhi govt asks legislators to spread awareness on dengue - Millennium Post - https://t.co/bOAaVhv3Wu,2017-09-16T06:54:08.000Z,2015-05-07T06:49:22.000Z,81.57507,8,1e222211,3187687687
909031104476274693,in,76.52968,IN,ki,1wwwewewert,32.33747,32.33747,"@FaisalJavedKhan Jalsy buhut hogaye
Ab zara Dengue ki update lainay ka mashwara dijiye Khan Sahib ko
#FYI Dengue is… https://t.co/l20fptAOhc",2017-09-16T06:57:58.000Z,2012-01-27T21:55:16.000Z,76.52968,172,1e222211,476414199
909033798330810370,en,72.874245,IN,"Mumbai, India",7929cea6bd5b32bd,19.17414,19.17414,"@PiyushGoyal Sir my train 12051 on 30aug was delayed 5hrs due floods in mum hence not trav. Still not recd refund.PNR 8418654694,8550152653.",2017-09-16T07:08:41.000Z,2015-02-01T11:23:56.000Z,72.874245,1,7929cea6bd5b32bd,3006986912
909033966702915584,en,76.97021,IN,india,1wwwewewert,22.20775,22.20775,"RT @Globe_Pics: So horrible to hear about the floods in Nepal, Bangladesh and India 🌧️ | 📷 - Anuwar Hazarika https://t.co/gQuGuqrbbq",2017-09-16T07:09:21.000Z,2012-10-23T19:49:01.000Z,76.97021,469,1e222211,900928706
909034766921482240,en,80.65273,IN,"Tenali, India",4b12c9dd9868fcd8,16.241997,16.241997,"@sabrangindia @ambedkarperiyar For those having some sense, Due to global warming, our rivers will either flood or… https://t.co/PQOZeUhhIm",2017-09-16T07:12:32.000Z,2015-11-09T12:54:35.000Z,80.65273,131,4b12c9dd9868fcd8,4181892494
909035105468821505,kn,75,IN,karnataka,1wwwewewert,16,16,"ಯಾದಗಿರಿಯಲ್ಲಿ ಪ್ರವಾಹ ಭೀತಿ: ಜನರ ಫಜೀತಿ..!
#floods in #Yadgir #Karnataka https://t.co/DkXW59abIo",2017-09-16T07:13:52.000Z,2017-05-07T11:04:58.000Z,75,13002,1e222211,861258064342560769
909036048281329666,en,80.03853,IN,bihar,1wwwewewert,27.07982,27.07982,RT @Gurmeetramrahim: Deeply concerned by the devastation &amp; loss of lives due to heavy floods in Bihar.My thoughts &amp; prayers are with the pe…,2017-09-16T07:17:37.000Z,2014-10-13T03:49:54.000Z,80.03853,696,1e222211,2854155734
909036195593596929,en,85.66474,IN,karimnagar,1wwwewewert,25.56984,25.56984,"RT @PhanindraOnline: Urgently required O- blood for girl suffering with Dengue
Name:manaswi , Karimnagar govt. hospital. Contact: 998972472…",2017-09-16T07:18:12.000Z,2014-04-03T05:02:22.000Z,85.66474,1113,1e222211,2457063616
909036835879493632,en,88.37368,IN,kolkata,1wwwewewert,22.54733,22.54733,RT @hashCalcutta: Platelet crisis hits Kolkata in peak dengue season - Times of India https://t.co/t8gZe9qt1G #Kolkata,2017-09-16T07:20:45.000Z,2016-07-10T08:38:51.000Z,88.37368,44,1e222211,752142542939025408
909037313661001729,en,93,IN,assam,1wwwewewert,26,26,farmers in Assam turn to indigenous technical knowledge from their forefathers to protect their livelihoods… https://t.co/6xAj3kn68B,2017-09-16T07:22:39.000Z,2008-06-20T05:39:10.000Z,93,5367,1e222211,15178716
909038428909645824,en,93,IN,assam,1wwwewewert,26,26,RT @gaurisalokhe: farmers in Assam turn to indigenous technical knowledge from their forefathers to protect their livelihoods… ,2017-09-16T07:27:05.000Z,2008-04-18T04:37:55.000Z,93,8839,1e222211,14431633
909038474044542976,en,76.97021,IN,india,1wwwewewert,22.20775,22.20775,"RT @AnupKaphle: Nearly 1,200 people have died in Nepal, Bangladesh and India in the worst floods in years (Images: EPA, Reuters) https://t.…",2017-09-16T07:27:15.000Z,2014-01-10T17:46:41.000Z,76.97021,266,1e222211,2285771647
909039340097015808,en,85.66474,IN,karimnagar,1wwwewewert,25.56984,25.56984,"RT @PhanindraOnline: Urgently required O- blood for girl suffering with Dengue
Name:manaswi , Karimnagar govt. hospital. Contact: 998972472…",2017-09-16T07:30:42.000Z,2016-05-19T07:51:44.000Z,85.66474,499,1e222211,733286516554784769
909039373395550208,en,77.55845,IN,"Bengaluru South, India",5f55bb82cf16ac81,12.923115,12.923115,@WeAreBangalore is BBMP doing anything on Dengue,2017-09-16T07:30:50.000Z,2015-11-22T10:30:43.000Z,77.55845,54,5f55bb82cf16ac81,4324504638
909039811943526400,en,77.55845,IN,"Bengaluru South, India",5f55bb82cf16ac81,12.923115,12.923115,@BBMPCOMM1 are you doing anything on Dengue,2017-09-16T07:32:34.000Z,2015-11-22T10:30:43.000Z,77.55845,54,5f55bb82cf16ac81,4324504638
909040181608570881,en,77.55845,IN,"Bengaluru South, India",5f55bb82cf16ac81,12.923115,12.923115,@BBMPCOMM1 we have so many Dengue cases why we are not seeing any action and measure from BBMP,2017-09-16T07:34:03.000Z,2015-11-22T10:30:43.000Z,77.55845,54,5f55bb82cf16ac81,4324504638
909040525457494016,en,93,IN,assam,1wwwewewert,26,26,RT @gaurisalokhe: farmers in Assam turn to indigenous technical knowledge from their forefathers to protect their livelihoods… ,2017-09-16T07:35:25.000Z,2012-09-16T15:54:53.000Z,93,1108,1e222211,827768222
909040548723384321,en,77.55845,IN,"Bengaluru South, India",5f55bb82cf16ac81,12.923115,12.923115,@thekjgeorge Sir why no action on Dengue from Government we have so many cases around us,2017-09-16T07:35:30.000Z,2015-11-22T10:30:43.000Z,77.55845,54,5f55bb82cf16ac81,4324504638
909040841808797696,en,77.55845,IN,"Bengaluru South, India",5f55bb82cf16ac81,12.923115,12.923115,@BPACofficial why no action on Dengue from officials,2017-09-16T07:36:40.000Z,2015-11-22T10:30:43.000Z,77.55845,54,5f55bb82cf16ac81,4324504638
909041878581915649,en,76.97021,IN,india,1wwwewewert,22.20775,22.20775,RT @MoHFW_INDIA: #IndiaFightsDengue mobile app has been instrumental in creating awareness &amp; empowering the community to combat… ,2017-09-16T07:40:47.000Z,2017-09-16T05:45:01.000Z,76.97021,0,1e222211,909012743625179138
909041949566427142,en,77.82413,IN,"Hosur, Tamil Nadu",4ebb6ed9ebddb656,12.730948,12.730948,@shaheenshah8 @karunanundy @nayantaran @scroll_in Chikungunya &amp; dengue are only tested symptomatically in allopathy… https://t.co/TqnO8y4iD8,2017-09-16T07:41:04.000Z,2009-04-22T15:24:14.000Z,77.82413,4504,4ebb6ed9ebddb656,34394575
909043812739063809,en,80.03853,IN,bihar,1wwwewewert,27.07982,27.07982,RT @vidyarthee: Happy to be back in my village in Bihar for few days &amp; find resilient people getting back to their normal lives aft… ,2017-09-16T07:48:28.000Z,2013-10-25T02:41:59.000Z,80.03853,266,1e222211,2152273353
909043839234658304,en,83.40232,IN,nepal,1wwwewewert,26.49976,26.49976,RT @UNDP: This school reopened in 9 days after deadly #floods in #Nepal. How? The power of #YouthAction: https://t.co/gIPop9QvYg #ActonClim…,2017-09-16T07:48:35.000Z,2016-07-28T16:54:58.000Z,83.40232,45,1e222211,758790376203235328
909044233528635395,en,76.97021,IN,india,1wwwewewert,22.20775,22.20775,"@KavitaJodhpur @aajtak They not doing any progress in India,only talks on air &amp; on TV.poeoplestax money goes in po… https://t.co/yI5SoAF1jt",2017-09-16T07:50:09.000Z,2015-11-05T11:40:04.000Z,76.97021,1,1e222211,4137137059
909045088822730752,en,75.02296,IN,kabale,1wwwewewert,13.77215,13.77215,RT @UNRA_UG: Weve dispatched off equipment to #Kabale &amp; #Kisiizi [hospital] as an emergency intervention following recent devas… ,2017-09-16T07:53:33.000Z,2014-03-18T22:22:00.000Z,75.02296,1353,1e222211,2421633653
909045274416357377,en,73.49527,IN,narmada,1wwwewewert,21.87377,21.87377,"RT @GoNews24x7: Ahead of PM Modis inauguration of the Narmada dam, the structures gates have been closed, leaving almost 200 vill… ",2017-09-16T07:54:17.000Z,2015-04-29T01:15:24.000Z,73.49527,6605,1e222211,3179026088
909045691414016000,en,76.97021,IN,india,1wwwewewert,22.20775,22.20775,RT @MoHFW_INDIA: #IndiaFightsDengue mobile app has been instrumental in creating awareness &amp; empowering the community to combat… ,2017-09-16T07:55:56.000Z,2013-06-10T04:45:22.000Z,76.97021,19168,1e222211,1497890814
909050274001559552,en,81.57507,IN,delhi,1wwwewewert,24.6444,24.6444,"@PMOIndia Malaria &amp; dengue lane@New Patel Nagar, New Delhi.Failure of civic agencies. Blaming each other. Need help. https://t.co/koF6dUGXN1",2017-09-16T08:14:09.000Z,2014-02-21T07:39:42.000Z,81.57507,202,1e222211,2354780797
909051484209168389,en,85.66474,IN,karimnagar,1wwwewewert,25.56984,25.56984,"RT @PhanindraOnline: Urgently required O- blood for girl suffering with Dengue
Name:manaswi , Karimnagar govt. hospital. Contact: 998972472…",2017-09-16T08:18:57.000Z,2015-05-18T23:59:15.000Z,85.66474,170,1e222211,3220055287
909052683453071360,en,75.02296,IN,kabale,1wwwewewert,13.77215,13.77215,RT @UNRA_UG: Weve dispatched off equipment to #Kabale &amp; #Kisiizi [hospital] as an emergency intervention following recent devas… ,2017-09-16T08:23:43.000Z,2011-11-19T04:55:20.000Z,75.02296,335,1e222211,416183222
909052711634534400,en,76.97021,IN,india,1wwwewewert,22.20775,22.20775,"Rewilding India will bring carbon down from the atmosphere, reduce floods &amp; droughts. Tiger forests feed 600 rivers https://t.co/zexMhZ3YGn",2017-09-16T08:23:50.000Z,2009-06-02T21:18:52.000Z,76.97021,11631,1e222211,44275086
909054241502846977,en,75.02296,IN,kabale,1wwwewewert,13.77215,13.77215,RT @UNRA_UG: Weve dispatched off equipment to #Kabale &amp; #Kisiizi [hospital] as an emergency intervention following recent devas… ,2017-09-16T08:29:55.000Z,2012-11-18T00:25:19.000Z,75.02296,70,1e222211,954922964
909055325793280000,en,76.97021,IN,india,1wwwewewert,22.20775,22.20775,"RT @BittuSahgal: Rewilding India will bring carbon down from the atmosphere, reduce floods &amp; droughts. Tiger forests feed 600 rivers https:…",2017-09-16T08:34:13.000Z,2011-08-24T07:35:57.000Z,76.97021,8034,1e222211,361222648
909056745783287808,en,76.97021,IN,india,1wwwewewert,22.20775,22.20775,"RT @BittuSahgal: Rewilding India will bring carbon down from the atmosphere, reduce floods &amp; droughts. Tiger forests feed 600 rivers https:…",2017-09-16T08:39:52.000Z,2009-08-17T08:21:47.000Z,76.97021,80,1e222211,66358123
909058291090677760,en,81.57507,IN,delhi,1wwwewewert,24.6444,24.6444,RT @AAPGovt4Delhi: Deputy CM @msisodia has directed all ministers and MLAs of Delhi to go their respective assembly and spread awarene… ,2017-09-16T08:46:00.000Z,2016-10-14T15:09:23.000Z,81.57507,262,1e222211,787030059630690304
909058682297528320,en,85.66474,IN,karimnagar,1wwwewewert,25.56984,25.56984,"RT @PhanindraOnline: Urgently required O- blood for girl suffering with Dengue
Name:manaswi , Karimnagar govt. hospital. Contact: 998972472…",2017-09-16T08:47:34.000Z,2010-04-07T06:32:57.000Z,85.66474,325,1e222211,130478970
909058779928444930,en,76.1868,IN,prai,1wwwewewert,32.18609,32.18609,Overnight pipe works in Seberang Prai tomorrow postponed a week due to floods - https://t.co/GcqVnA6iLH pipe work... https://t.co/DCbO3IqNrY,2017-09-16T08:47:57.000Z,2016-07-01T08:39:17.000Z,76.1868,154,1e222211,748881161309478912
909058815969988609,en,76.1868,IN,prai,1wwwewewert,32.18609,32.18609,Overnight pipe works in Seberang Prai tomorrow postponed a week due to floods https://t.co/x0Aky9m3wH,2017-09-16T08:48:05.000Z,2016-07-01T08:39:17.000Z,76.1868,154,1e222211,748881161309478912
909059385074184192,en,85.66474,IN,karimnagar,1wwwewewert,25.56984,25.56984,"RT @PhanindraOnline: Urgently required O- blood for girl suffering with Dengue
Name:manaswi , Karimnagar govt. hospital. Contact: 998972472…",2017-09-16T08:50:21.000Z,2015-12-24T03:27:06.000Z,85.66474,4,1e222211,4642343341
909059763127889920,en,76.97021,IN,india,1wwwewewert,22.20775,22.20775,"RT @ajplus: The death toll from the devastating floods in Nepal, India and Bangladesh has risen to over 1,000. https://t.co/0KiCuUTayE",2017-09-16T08:51:51.000Z,2016-02-18T11:30:51.000Z,76.97021,62,1e222211,4928512066
909060561173864448,en,76.67807,IN,bengal,1wwwewewert,11.28909,11.28909,RT @WomenForKhilafa: Bdesh leader Hasina wanted 2relocate #Rohingya refugees 2an Island in BayofBengal that floods&amp;is inhabitable.Disgusti…,2017-09-16T08:55:01.000Z,2017-05-16T19:55:35.000Z,76.67807,7,1e222211,864653086962229248
909062871937626112,en,83.40232,IN,nepal,1wwwewewert,26.49976,26.49976,RT @UNDP: This school reopened in 9 days after deadly #floods in #Nepal. How? The power of #YouthAction: https://t.co/gIPop9QvYg #ActonClim…,2017-09-16T09:04:12.000Z,2012-12-27T03:05:53.000Z,83.40232,665,1e222211,1039163257
909065056511344640,en,80.26483,IN,chennai,1wwwewewert,13.08891,13.08891,#Viewpoint : Why poor planning leads to #floods  in #Chennai  and #Houston  https://t.co/mBoxqGwG06,2017-09-16T09:12:53.000Z,2011-02-25T11:43:53.000Z,80.26483,651,1e222211,257545150
909066075119030273,en,81.57507,IN,delhi,1wwwewewert,24.6444,24.6444,RT @AamAadmiParty: Deputy CM @msisodia has directed all ministers and MLAs of Delhi to go their respective assembly and spread awarene… ,2017-09-16T09:16:56.000Z,2013-11-12T12:32:57.000Z,81.57507,484,1e222211,2190792860
909067577397215232,en,76.97021,IN,india,1wwwewewert,22.20775,22.20775,"RT @ajplus: The death toll from the devastating floods in Nepal, India and Bangladesh has risen to over 1,000. https://t.co/0KiCuUTayE",2017-09-16T09:22:54.000Z,2017-08-21T09:28:42.000Z,76.97021,16,1e222211,899646950840057857
909067851985649664,en,72.84962,IN,mumbai,1wwwewewert,18.95963,18.95963,Pls raise some money for Mumbai roads and floods as well https://t.co/NkGGindxs4,2017-09-16T09:24:00.000Z,2009-06-27T04:19:14.000Z,72.84962,207,1e222211,51398653
909067878074388481,en,75.78729,IN,marriot,1wwwewewert,26.91242,26.91242,"RT @heatherpeno: Bottled by Hydration Source, LLC via reverse osmosis c/o Dallas MUNICIPAL* Water System EXCLUSIVELY for MARRIOT I… ",2017-09-16T09:24:06.000Z,2008-12-23T12:33:50.000Z,75.78729,542,1e222211,18338324
909068453843148800,en,76.67807,IN,bengal,1wwwewewert,11.28909,11.28909,"RT @OfficeOfRG: Horrific news of floods from Bihar, West Bengal &amp;Assam.My sympathies with the victims.Urge local Congress units to provide…",2017-09-16T09:26:23.000Z,2017-06-22T01:08:49.000Z,76.67807,11,1e222211,877777879798599680
909068781057490944,en,81.57507,IN,delhi,1wwwewewert,24.6444,24.6444,RT @IShefali7: Delhi govt asks legislators to spread awareness on dengue - Millennium Post - https://t.co/YoMgivLa6q,2017-09-16T09:27:41.000Z,2013-11-12T12:32:57.000Z,81.57507,484,1e222211,2190792860
909069379823980544,en,80.03853,IN,bihar,1wwwewewert,27.07982,27.07982,RT @vidyarthee: Happy to be back in my village in Bihar for few days &amp; find resilient people getting back to their normal lives aft… ,2017-09-16T09:30:04.000Z,2010-10-26T06:18:54.000Z,80.03853,2343,1e222211,207972934
909069538112737280,en,76.97021,IN,india,1wwwewewert,22.20775,22.20775,"Nigeria, India,  southern US...floods on three continents https://t.co/I7vvz3XRgs",2017-09-16T09:30:42.000Z,2013-06-27T12:46:49.000Z,76.97021,5,1e222211,1551212798
909069716932616192,en,85.03937,IN,baja,1wwwewewert,21.29748,21.29748,"RT @EdJoyce: Hurricane #Norma 
Tropical storm watches and warnings in Baja California Sur; life-threatening flash floods possibl… ",2017-09-16T09:31:24.000Z,2012-07-23T19:09:53.000Z,85.03937,251,1e222211,713397277
909069821974740992,en,80.03853,IN,bihar,1wwwewewert,27.07982,27.07982,RT @vidyarthee: Happy to be back in my village in Bihar for few days &amp; find resilient people getting back to their normal lives aft… ,2017-09-16T09:31:49.000Z,2017-08-11T08:25:07.000Z,80.03853,45,1e222211,896007068733263872
909069882364276736,en,85.03937,IN,baja,1wwwewewert,21.29748,21.29748,"RT @EdJoyce: Hurricane #Norma 
Tropical storm watches and warnings in Baja California Sur; life-threatening flash floods possibl… ",2017-09-16T09:32:04.000Z,2010-04-28T16:08:24.000Z,85.03937,1579,1e222211,138186902
909071232917585920,en,85.03937,IN,baja,1wwwewewert,21.29748,21.29748,"RT @EdJoyce: Hurricane #Norma 
Tropical storm watches and warnings in Baja California Sur; life-threatening flash floods possibl… ",2017-09-16T09:37:26.000Z,2012-09-09T21:12:57.000Z,85.03937,4418,1e222211,814331324
909073303649665024,en,76.98056,IN,haryana,1wwwewewert,29.61611,29.61611,@narendramodi sir please save us from dengue attack in fatehabad Haryana authorities is doing nothing please I had tweeted many times,2017-09-16T09:45:40.000Z,2017-06-04T12:22:48.000Z,76.98056,0,1e222211,871424512163794950
909073737764315137,en,76.98056,IN,haryana,1wwwewewert,29.61611,29.61611,@PMOIndia please save us from dengue attack in fatehabad Haryana we are helpless please reply,2017-09-16T09:47:23.000Z,2017-06-04T12:22:48.000Z,76.98056,0,1e222211,871424512163794950
909074849674465281,en,85.03937,IN,baja,1wwwewewert,21.29748,21.29748,"RT @EdJoyce: Hurricane #Norma 
Tropical storm watches and warnings in Baja California Sur; life-threatening flash floods possibl… ",2017-09-16T09:51:48.000Z,2010-06-22T16:55:58.000Z,85.03937,2147,1e222211,158511639
909075070840008704,en,85.66474,IN,karimnagar,1wwwewewert,25.56984,25.56984,"RT @PhanindraOnline: Urgently required O- blood for girl suffering with Dengue
Name:manaswi , Karimnagar govt. hospital. Contact: 998972472…",2017-09-16T09:52:41.000Z,2010-04-07T00:47:21.000Z,85.66474,468,1e222211,130410750
909076056262561792,en,75.06272,IN,manila,1wwwewewert,12.67467,12.67467,My poor cousin Don acquired Dengue fever while reviewing for his Medical Board Exam in Manila.  😣  What timing!  😫,2017-09-16T09:56:36.000Z,2013-10-20T12:07:40.000Z,75.06272,820,1e222211,1975877515
909076201032912897,en,76.97021,IN,india,1wwwewewert,22.20775,22.20775,RT @MoHFW_INDIA: #IndiaFightsDengue mobile app has been instrumental in creating awareness &amp; empowering the community to combat… ,2017-09-16T09:57:10.000Z,2016-07-01T05:25:46.000Z,76.97021,3633,1e222211,748832461392474114
909077462385954817,en,85.66474,IN,karimnagar,1wwwewewert,25.56984,25.56984,"RT @PhanindraOnline: Urgently required O- blood for girl suffering with Dengue
Name:manaswi , Karimnagar govt. hospital. Contact: 998972472…",2017-09-16T10:02:11.000Z,2010-05-17T03:16:46.000Z,85.66474,715,1e222211,144785119
909077680191971328,en,71.5,IN,gujarat,1wwwewewert,22.85,22.85,"RT @CairnOilandGas: During floods, our team mobilized free medical camps &amp; distributed relief supplies in various districts of Gujarat.… ",2017-09-16T10:03:03.000Z,2016-06-25T08:07:25.000Z,71.5,18,1e222211,746698816603185152
909081087095193600,en,81.57507,IN,delhi,1wwwewewert,24.6444,24.6444,RT @AamAadmiParty: Deputy CM @msisodia has directed all ministers and MLAs of Delhi to go their respective assembly and spread awarene… ,2017-09-16T10:16:35.000Z,2016-03-26T02:01:51.000Z,81.57507,504,1e222211,713629521405222912
